City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Eatonton,33.3268,-83.3885,98.35,48,0,4.34,US,2022-06-13 18:53:34
295,Los Llanos De Aridane,28.6585,-17.9182,69.55,77,75,8.05,ES,2022-06-13 18:53:34
296,Lewiston,44.1003,-70.2148,80.71,71,40,4.61,US,2022-06-13 18:51:32
297,Duluth,46.7833,-92.1066,66.07,93,100,20.71,US,2022-06-13 18:52:23
298,Bonoua,5.2741,-3.595,82.02,76,21,5.48,CI,2022-06-13 18:53:35
299,Saint-Marc-Des-Carrieres,46.6834,-72.0491,69.87,52,22,4.61,CA,2022-06-13 18:53:35
300,Camacha,33.0833,-16.3333,65.62,73,75,6.91,PT,2022-06-13 18:53:35
301,Ucluelet,48.9329,-125.5528,54.09,89,51,1.01,CA,2022-06-13 18:53:35
302,La Baule-Escoublac,47.2922,-2.364,73.06,55,0,9.22,FR,2022-06-13 18:53:36
303,Santo Antonio,-6.3106,-35.4789,80.56,74,49,11.03,BR,2022-06-13 18:53:36
304,Vilya,55.2456,42.2089,58.6,74,51,5.91,RU,2022-06-13 18:53:36
305,Riyadh,24.6877,46.7219,96.94,10,0,11.32,SA,2022-06-13 18:53:37
306,Muros,42.7762,-9.0603,83.84,58,0,3.13,ES,2022-06-13 18:53:37
307,Bud,39.447,-86.1758,92.46,75,94,10.76,US,2022-06-13 18:53:37
308,Peterhead,57.5058,-1.7981,59.4,87,100,2.26,GB,2022-06-13 18:53:37
309,Pangnirtung,66.1451,-65.7125,39.2,81,75,21.85,CA,2022-06-13 18:53:38
310,Noshiro,40.2039,140.0242,53.2,66,2,7.63,JP,2022-06-13 18:53:38
311,Leningradskiy,69.3833,178.4167,34.2,83,100,10.31,RU,2022-06-13 18:53:38
312,Manokwari,-0.8667,134.0833,79.81,73,21,7.31,ID,2022-06-13 18:53:39
313,Neiafu,-18.65,-173.9833,70.48,94,20,0.0,TO,2022-06-13 18:53:39
314,Valverde Del Camino,37.5751,-6.7543,89.83,23,3,6.58,ES,2022-06-13 18:53:39
315,Huancabamba,-5.2386,-79.4506,69.69,55,96,4.09,PE,2022-06-13 18:53:39
316,Vanino,49.0869,140.2543,47.84,91,6,2.42,RU,2022-06-13 18:53:40
317,Port Blair,11.6667,92.75,80.64,89,40,1.14,IN,2022-06-13 18:53:40
318,Esso,55.9333,158.7,40.37,98,100,2.84,RU,2022-06-13 18:53:40
319,College,64.8569,-147.8028,65.07,50,40,5.75,US,2022-06-13 18:50:39
320,Iqaluit,63.7506,-68.5145,44.33,75,75,5.75,CA,2022-06-13 18:53:41
321,Ambon,-3.6954,128.1814,76.23,16,40,2.3,ID,2022-06-13 18:53:41
322,Birjand,32.8663,59.2211,79.27,18,0,9.22,IR,2022-06-13 18:53:41
323,Mahibadhoo,3.7833,72.9667,82.87,77,22,9.48,MV,2022-06-13 18:53:42
324,Iroquois Falls,48.7669,-80.6831,67.01,65,100,1.7,CA,2022-06-13 18:53:42
325,Kyritz,52.9421,12.397,62.82,66,12,8.9,DE,2022-06-13 18:53:42
326,Broome,42.2506,-75.833,80.02,52,6,4.0,US,2022-06-13 18:53:42
327,Finschhafen,-6.6024,147.8681,78.6,80,100,7.92,PG,2022-06-13 18:53:43
328,Banda Aceh,5.5577,95.3222,79.61,82,21,8.43,ID,2022-06-13 18:53:43
329,Myaundzha,63.0494,147.1858,49.21,70,100,10.18,RU,2022-06-13 18:53:43
330,Coquimbo,-29.9533,-71.3436,55.13,71,0,9.22,CL,2022-06-13 18:48:50
331,Dali,25.7,100.1833,63.21,94,99,1.95,CN,2022-06-13 18:53:44
332,Sesheke,-17.4759,24.2968,58.01,42,0,3.83,ZM,2022-06-13 18:53:44
333,Naze,28.3667,129.4833,74.32,86,100,20.4,JP,2022-06-13 18:53:44
334,Grindavik,63.8424,-22.4338,53.55,93,100,19.57,IS,2022-06-13 18:53:45
335,Brownwood,31.7093,-98.9912,100.4,27,0,20.71,US,2022-06-13 18:53:45
336,George,-33.963,22.4617,54.95,94,75,4.61,ZA,2022-06-13 18:53:45
337,Antalaha,-14.9003,50.2788,70.16,87,8,5.99,MG,2022-06-13 18:53:45
338,Pisco,-13.7,-76.2167,61.02,88,100,8.05,PE,2022-06-13 18:53:46
339,Soe,-9.8607,124.284,64.17,91,100,4.23,ID,2022-06-13 18:53:46
340,Vila Franca Do Campo,37.7167,-25.4333,68.2,75,11,10.36,PT,2022-06-13 18:53:46
341,Kirakira,-10.4544,161.9205,79.11,85,55,7.58,SB,2022-06-13 18:53:47
342,Inirida,3.8653,-67.9239,70.99,99,100,2.91,CO,2022-06-13 18:53:47
343,Mount Isa,-20.7333,139.5,40.77,60,5,0.0,AU,2022-06-13 18:53:44
344,Kushnarenkovo,55.105,55.3508,53.2,85,0,4.43,RU,2022-06-13 18:53:47
345,Zheshart,62.0731,49.5733,54.73,64,100,4.92,RU,2022-06-13 18:53:48
346,Penzance,50.1186,-5.5371,59.68,66,0,8.16,GB,2022-06-13 18:53:25
347,Darnah,32.767,22.6367,72.57,87,0,17.18,LY,2022-06-13 18:53:48
348,Casma,-41.0082,-73.1244,47.8,95,100,5.44,CL,2022-06-13 18:53:48
349,Lichinga,-13.3128,35.2406,58.14,66,100,3.98,MZ,2022-06-13 18:53:48
350,Nazilli,37.9163,28.3223,76.3,60,70,4.36,TR,2022-06-13 18:53:49
351,Vestmannaeyjar,63.4427,-20.2734,49.19,100,100,17.27,IS,2022-06-13 18:53:49
352,Halifax,44.6453,-63.5724,66.69,90,100,6.91,CA,2022-06-13 18:53:45
353,Carros,43.7894,7.184,76.69,67,0,8.05,FR,2022-06-13 18:53:49
354,Forio,40.7342,13.8646,80.33,74,0,10.0,IT,2022-06-13 18:53:50
355,Hay River,60.8156,-115.7999,69.78,32,40,8.05,CA,2022-06-13 18:53:50
356,Rio Gallegos,-51.6226,-69.2181,48.25,66,40,6.91,AR,2022-06-13 18:53:50
357,Aklavik,68.2191,-135.0107,51.73,49,99,8.95,CA,2022-06-13 18:53:51
358,Vanavara,60.34,102.2797,54.21,87,90,3.33,RU,2022-06-13 18:53:51
359,Sattahip,12.6664,100.9007,86.99,94,20,2.3,TH,2022-06-13 18:53:51
360,Kurtamysh,54.9103,64.4319,52.47,95,100,6.31,RU,2022-06-13 18:53:52
361,Yulara,-25.2406,130.9889,52.97,40,0,3.94,AU,2022-06-13 18:53:52
362,Marrakesh,31.6315,-8.0083,87.87,45,75,5.75,MA,2022-06-13 18:53:52
363,Namwala,-15.7504,26.4384,58.17,41,0,4.34,ZM,2022-06-13 18:53:52
364,Noumea,-22.2763,166.4572,73.99,99,96,7.16,NC,2022-06-13 18:53:28
365,Port Lincoln,-34.7333,135.8667,58.1,55,81,21.0,AU,2022-06-13 18:53:53
366,Coro,11.4045,-69.6734,86.63,58,100,23.87,VE,2022-06-13 18:53:53
367,Provideniya,64.3833,-173.3,37.29,80,97,2.15,RU,2022-06-13 18:53:53
368,Guarapari,-20.6667,-40.4975,71.89,56,56,13.42,BR,2022-06-13 18:53:54
369,Terrace,54.5163,-128.6035,55.31,66,75,6.91,CA,2022-06-13 18:53:42
370,Narsaq,60.9167,-46.05,49.57,39,0,7.2,GL,2022-06-13 18:53:54
371,Comodoro Rivadavia,-45.8667,-67.5,60.66,41,0,8.05,AR,2022-06-13 18:53:54
372,Ust-Ishim,57.6935,71.1665,51.28,99,100,4.34,RU,2022-06-13 18:53:54
373,Umm Lajj,25.0213,37.2685,86.83,41,0,8.7,SA,2022-06-13 18:53:55
374,San Patricio,28.017,-97.5169,93.29,40,15,20.27,US,2022-06-13 18:53:55
375,Tamandare,-8.7597,-35.1047,79.9,75,6,5.26,BR,2022-06-13 18:51:32
376,Asau,46.4333,26.4,69.28,87,16,3.89,RO,2022-06-13 18:53:55
377,Rio Cuarto,-33.1307,-64.3499,75.47,15,88,31.07,AR,2022-06-13 18:53:56
378,Komsomolskiy,40.4272,71.7189,74.12,38,5,4.61,UZ,2022-06-13 18:53:56
379,Rundu,-17.9333,19.7667,57.81,43,0,5.19,NA,2022-06-13 18:53:56
380,Sur,22.5667,59.5289,83.88,76,0,15.99,OM,2022-06-13 18:53:57
381,Ilobu,7.8333,4.4833,75.49,86,36,5.84,NG,2022-06-13 18:53:57
382,Gboko,7.3179,8.9951,79.61,74,99,6.2,NG,2022-06-13 18:53:57
383,Salalah,17.0151,54.0924,83.08,82,96,3.98,OM,2022-06-13 18:53:57
384,Novosil,52.9739,37.0405,61.83,86,12,0.74,RU,2022-06-13 18:53:58
385,Tacuarembo,-31.7333,-55.9833,60.89,54,5,3.85,UY,2022-06-13 18:53:58
386,Tandalti,13.0167,31.8667,97.09,29,100,7.18,SD,2022-06-13 18:53:58
387,Erdaojiang,41.7764,126.0319,54.99,95,88,2.73,CN,2022-06-13 18:53:59
388,Maragogi,-9.0122,-35.2225,79.34,79,4,5.39,BR,2022-06-13 18:53:16
389,Takoradi,4.8845,-1.7554,78.58,77,13,8.1,GH,2022-06-13 18:53:59
390,Mawlaik,23.6333,94.4167,77.34,91,100,1.19,MM,2022-06-13 18:53:59
391,Yichun,47.7,128.9,56.73,93,100,2.55,CN,2022-06-13 18:54:00
392,Camana,-16.6228,-72.7111,66.25,71,5,7.72,PE,2022-06-13 18:54:00
393,Kade,52.3833,12.2667,61.09,52,40,8.97,DE,2022-06-13 18:54:00
394,Yook,13.2261,121.964,80.02,77,100,2.15,PH,2022-06-13 18:54:00
395,Olkhovatka,50.2831,39.2872,61.45,94,92,3.56,RU,2022-06-13 18:54:01
396,Pemba,-12.974,40.5178,76.08,75,91,11.72,MZ,2022-06-13 18:54:01
397,Massakory,12.996,15.7293,92.59,37,98,4.16,TD,2022-06-13 18:54:01
398,San Juan De Colon,8.0313,-72.2605,80.19,60,93,1.9,VE,2022-06-13 18:54:02
399,Boyolangu,-8.1181,111.8935,75.13,92,96,2.08,ID,2022-06-13 18:54:02
400,Bac Lieu,9.285,105.7244,81.37,82,20,6.15,VN,2022-06-13 18:54:02
401,Klyuchevsk,57.1216,60.9414,55.33,95,81,5.14,RU,2022-06-13 18:54:03
402,Hami,42.8,93.45,84.97,6,50,9.82,CN,2022-06-13 18:54:03
403,Winnemucca,40.973,-117.7357,55.45,41,75,6.91,US,2022-06-13 18:50:38
404,Harrisonburg,38.4496,-78.8689,89.51,61,91,3.83,US,2022-06-13 18:54:03
405,Carbonear,47.7332,-53.2148,58.14,75,100,10.87,CA,2022-06-13 18:54:04
406,Sioux Lookout,50.1001,-91.917,64.47,68,100,11.5,CA,2022-06-13 18:54:04
407,Ust-Nera,64.5667,143.2,49.91,90,100,3.15,RU,2022-06-13 18:54:04
408,Cidreira,-30.1811,-50.2056,59.67,79,87,7.78,BR,2022-06-13 18:54:04
409,Den Helder,52.9599,4.7593,58.96,72,40,9.22,NL,2022-06-13 18:51:06
410,Lima,-12.0432,-77.0282,68.9,68,100,4.61,PE,2022-06-13 18:50:15
411,Samana,19.2056,-69.3369,91.62,66,40,9.22,DO,2022-06-13 18:54:05
412,Kitimat,54.0524,-128.6534,55.78,64,95,1.99,CA,2022-06-13 18:54:05
413,Kathmandu,27.7167,85.3167,71.82,100,75,4.61,NP,2022-06-13 18:51:18
414,Hirara,24.8,125.2833,81.84,86,100,24.2,JP,2022-06-13 18:54:06
415,Lac Du Bonnet,50.2536,-96.0612,66.36,79,100,4.52,CA,2022-06-13 18:54:06
416,Kotli Loharan,32.5883,74.4932,91.29,31,100,4.61,PK,2022-06-13 18:54:06
417,Dusetos,55.75,25.85,55.54,89,100,1.3,LT,2022-06-13 18:54:06
418,Kant,27.8,79.8,97.32,23,2,8.37,IN,2022-06-13 18:54:07
419,Kunming,25.0389,102.7183,55.33,100,100,13.42,CN,2022-06-13 18:54:07
420,Itarema,-2.9248,-39.9167,81.79,75,12,13.58,BR,2022-06-13 18:49:16
421,Yumen,40.2833,97.2,67.3,10,1,10.67,CN,2022-06-13 18:54:07
422,Yizheng,24.6706,103.4296,56.75,96,100,4.76,CN,2022-06-13 18:54:08
423,Port-Cartier,50.0334,-66.8654,62.82,69,56,16.11,CA,2022-06-13 18:54:08
424,Saint-Philippe,-21.3585,55.7679,67.59,76,48,15.59,RE,2022-06-13 18:54:08
425,Gigmoto,13.7796,124.39,80.44,84,99,5.88,PH,2022-06-13 18:54:10
426,Ha Giang,22.8333,104.9833,75.29,99,100,2.91,VN,2022-06-13 18:54:11
427,Vilyuysk,63.7553,121.6247,49.55,98,100,4.92,RU,2022-06-13 18:54:11
428,Tiarei,-17.5333,-149.3333,80.62,70,20,20.42,PF,2022-06-13 18:54:11
429,Saint-Pierre,-21.3393,55.4781,71.91,83,0,4.61,RE,2022-06-13 18:54:12
430,Matara,5.9485,80.5353,79.16,87,66,11.63,LK,2022-06-13 18:54:12
431,Kwekwe,-18.9281,29.8149,54.91,46,0,3.8,ZW,2022-06-13 18:54:12
432,Qeshm,26.9581,56.2719,89.47,84,5,14.65,IR,2022-06-13 18:54:13
433,Tsumeb,-19.2333,17.7167,60.42,37,0,3.0,NA,2022-06-13 18:54:13
434,Moindou,-21.6924,165.677,71.02,86,100,7.38,NC,2022-06-13 18:54:13
435,Charlestown,-32.95,151.6667,46.69,92,0,1.99,AU,2022-06-13 18:54:14
436,Esil,51.9556,66.4042,56.7,76,99,9.35,KZ,2022-06-13 18:54:14
437,Eisiskes,54.1667,25.0,55.92,98,100,4.92,LT,2022-06-13 18:54:14
438,Coihaique,-45.5752,-72.0662,52.41,71,75,6.91,CL,2022-06-13 18:54:14
439,Udachnyy,66.4167,112.4,55.45,54,8,5.03,RU,2022-06-13 18:54:15
440,Narasannapeta,18.4167,84.05,84.63,79,100,5.14,IN,2022-06-13 18:54:15
441,Mount Gambier,-37.8333,140.7667,44.87,81,100,7.85,AU,2022-06-13 18:54:15
442,Pak Phanang,8.3511,100.202,80.1,83,95,4.99,TH,2022-06-13 18:54:16
443,Conakry,9.538,-13.6773,80.67,94,75,2.3,GN,2022-06-13 18:53:54
444,Remicourt,50.6807,5.3279,63.18,48,0,8.05,BE,2022-06-13 18:54:16
445,Nizwa,22.9333,57.5333,85.48,56,4,4.72,OM,2022-06-13 18:54:16
446,Matagami,49.7502,-77.6328,64.51,72,100,12.66,CA,2022-06-13 18:54:17
447,Altamira,-3.2033,-52.2064,81.7,81,35,1.01,BR,2022-06-13 18:54:17
448,Hammerfest,70.6634,23.6821,43.25,81,75,8.05,NO,2022-06-13 18:52:27
449,Sao Jose Dos Campos,-23.1794,-45.8869,66.06,45,20,4.61,BR,2022-06-13 18:51:24
450,Rodos,36.4408,28.2225,77.79,59,20,8.05,GR,2022-06-13 18:54:17
451,Raduzhnyy,62.0961,77.475,56.32,91,76,4.47,RU,2022-06-13 18:54:18
452,Raga,8.4596,25.678,70.5,85,95,4.72,SS,2022-06-13 18:54:18
453,Bonthe,7.5264,-12.505,79.95,78,99,8.57,SL,2022-06-13 18:54:18
454,Alappuzha,9.49,76.3264,80.4,83,59,9.46,IN,2022-06-13 18:54:18
455,Dhankuta,26.9833,87.3333,70.07,87,100,1.39,NP,2022-06-13 18:54:19
456,Maniitsoq,65.4167,-52.9,36.28,73,11,18.32,GL,2022-06-13 18:54:19
457,Lago Da Pedra,-4.3333,-45.1667,83.97,76,7,1.32,BR,2022-06-13 18:54:20
458,Honiara,-9.4333,159.95,76.08,86,52,5.73,SB,2022-06-13 18:50:44
459,Itupiranga,-5.1347,-49.3267,79.12,70,64,1.83,BR,2022-06-13 18:54:08
460,Stolin,51.8912,26.846,63.12,82,29,7.11,BY,2022-06-13 18:54:20
461,Bhatapara,21.7333,81.9333,87.21,52,99,6.04,IN,2022-06-13 18:54:20
462,Khorixas,-20.3667,14.9667,57.27,62,0,4.09,NA,2022-06-13 18:54:20
463,Homer,59.6425,-151.5483,58.77,55,73,10.0,US,2022-06-13 18:54:21
464,Aktash,50.3,87.7333,46.0,83,51,2.53,RU,2022-06-13 18:54:21
465,Zyryanka,65.75,150.85,57.56,45,6,21.21,RU,2022-06-13 18:54:21
466,Vao,-22.6667,167.4833,71.92,73,100,12.62,NC,2022-06-13 18:54:22
467,Padang,-0.9492,100.3543,73.45,87,100,4.56,ID,2022-06-13 18:54:22
468,Turukhansk,65.8167,87.9833,57.27,91,100,7.47,RU,2022-06-13 18:54:22
469,Capreol,46.706,-80.9225,71.55,46,75,6.91,CA,2022-06-13 18:54:22
470,Inongo,-1.95,18.2667,73.69,63,84,3.91,CD,2022-06-13 18:54:23
471,Khandbari,27.3747,87.2039,74.59,85,96,1.7,NP,2022-06-13 18:54:23
472,Spiridonovka,53.0925,50.6462,57.47,80,0,2.21,RU,2022-06-13 18:54:23
473,Pangkalanbuun,-2.6833,111.6167,72.99,98,100,1.05,ID,2022-06-13 18:54:24
474,Davila,18.4726,120.5763,78.78,77,100,5.84,PH,2022-06-13 18:54:24
475,Lompoc,34.6391,-120.4579,80.85,65,0,25.01,US,2022-06-13 18:54:24
476,Havoysund,70.9963,24.6622,43.03,85,100,6.73,NO,2022-06-13 18:54:25
477,Jinka,5.65,36.65,66.43,64,43,1.68,ET,2022-06-13 18:54:25
478,Ixtapa,20.7,-105.2,94.23,44,11,8.52,MX,2022-06-13 18:54:25
479,Fomboni,-12.28,43.7425,77.86,70,4,10.65,KM,2022-06-13 18:54:25
480,Lobito,-12.3481,13.5456,72.79,72,5,1.7,AO,2022-06-13 18:54:26
481,Peniche,39.3558,-9.3811,81.09,89,1,5.12,PT,2022-06-13 18:54:26
482,Cordoba,-31.4135,-64.1811,76.05,14,0,24.16,AR,2022-06-13 18:54:26
483,Kijang,35.2442,129.2139,65.93,91,100,21.5,KR,2022-06-13 18:54:27
484,Te Anau,-45.4167,167.7167,41.95,89,87,12.1,NZ,2022-06-13 18:50:07
485,Smithers,54.7804,-127.1743,52.12,62,75,4.61,CA,2022-06-13 18:54:27
486,Totoral,-17.4053,-70.365,68.88,20,0,8.57,PE,2022-06-13 18:54:27
487,Tura,25.5198,90.2201,74.7,96,76,6.73,IN,2022-06-13 18:54:28
488,Kiria,41.1,24.2833,75.38,69,72,5.01,GR,2022-06-13 18:54:28
489,Verishen,39.5356,46.3122,54.88,90,71,2.01,AM,2022-06-13 18:54:28
490,Matay,28.419,30.7792,86.67,26,0,8.5,EG,2022-06-13 18:54:28
491,Kailua,21.4022,-157.7394,80.58,70,75,12.66,US,2022-06-13 18:54:29
492,Huanan,46.2167,130.5167,57.06,83,100,10.33,CN,2022-06-13 18:54:29
493,Buchanan,5.8808,-10.0467,78.6,76,43,10.51,LR,2022-06-13 18:54:29
494,Buin,-33.7333,-70.75,71.87,45,100,4.92,CL,2022-06-13 18:54:30
495,Naryan-Mar,67.6713,53.087,58.33,39,100,13.24,RU,2022-06-13 18:54:30
496,Eyl,7.9803,49.8164,79.16,76,84,24.87,SO,2022-06-13 18:54:30
497,Thio,-21.6167,166.2167,67.96,90,100,7.99,NC,2022-06-13 18:54:30
498,Espanola,35.9911,-106.0806,94.71,11,2,5.01,US,2022-06-13 18:54:31
499,Bintulu,3.1667,113.0333,75.61,94,20,5.01,MY,2022-06-13 18:54:31
500,Zaysan,47.4667,84.8667,65.53,72,76,4.88,KZ,2022-06-13 18:54:31
501,Havre-Saint-Pierre,50.2334,-63.5986,64.76,52,75,17.27,CA,2022-06-13 18:54:32
502,Blue Springs,39.0169,-94.2816,96.46,54,1,1.99,US,2022-06-13 18:49:49
503,Namtsy,62.7161,129.6658,48.04,91,79,6.02,RU,2022-06-13 18:54:32
504,Vila Velha,-20.3297,-40.2925,73.35,72,20,15.01,BR,2022-06-13 18:54:32
505,Embonas,36.2269,27.8564,72.84,85,46,7.72,GR,2022-06-13 18:54:33
506,Akyab,20.15,92.9,82.4,82,79,3.76,MM,2022-06-13 18:54:33
507,Greenwood,34.1668,-82.1165,96.62,48,0,6.91,US,2022-06-13 18:54:33
508,Coos Bay,43.3665,-124.2179,59.23,86,75,9.22,US,2022-06-13 18:50:56
509,San Lawrenz,36.0553,14.204,76.41,64,0,13.24,MT,2022-06-13 18:54:33
510,Mattru,7.6244,-11.8332,76.21,91,97,4.03,SL,2022-06-13 18:54:34
511,Gualaquiza,-3.4,-78.55,66.27,77,100,2.39,EC,2022-06-13 18:54:34
512,Lazaro Cardenas,17.9583,-102.2,87.78,59,94,11.27,MX,2022-06-13 18:54:34
513,Dawlatabad,36.4141,64.9053,86.05,23,0,6.64,AF,2022-06-13 18:54:35
514,Cap Malheureux,-19.9842,57.6142,73.47,68,87,7.0,MU,2022-06-13 18:54:35
515,Innisfail,-17.5333,146.0333,59.61,79,0,5.26,AU,2022-06-13 18:54:35
516,Zambezi,-13.5432,23.1047,58.95,53,0,3.69,ZM,2022-06-13 18:54:35
517,Stromness,58.965,-3.296,52.88,84,100,15.01,GB,2022-06-13 18:54:36
518,Iberia,29.9502,-91.7507,95.97,55,3,12.55,US,2022-06-13 18:54:36
519,Prince Rupert,54.3161,-130.3201,53.29,81,100,3.44,CA,2022-06-13 18:52:36
520,Ourem,39.6417,-8.5919,89.46,58,9,7.18,PT,2022-06-13 18:54:37
521,Japoata,-10.3467,-36.8011,77.94,84,87,7.07,BR,2022-06-13 18:54:37
522,Pochutla,15.7432,-96.4661,79.83,75,100,3.74,MX,2022-06-13 18:54:37
523,Karratha,-20.7377,116.8463,72.68,57,0,6.93,AU,2022-06-13 18:54:37
524,Buraydah,26.326,43.975,99.05,9,1,11.45,SA,2022-06-13 18:54:38
525,Bahir Dar,11.5936,37.3908,66.94,83,100,8.48,ET,2022-06-13 18:54:38
526,Brokopondo,4.75,-55.1667,85.21,58,20,4.45,SR,2022-06-13 18:54:38
527,Aurora,39.7294,-104.8319,97.25,12,20,9.22,US,2022-06-13 18:54:39
528,Danjiangkou,32.5428,111.5086,72.54,43,0,4.79,CN,2022-06-13 18:54:39
529,Standerton,-26.9337,29.2415,48.61,40,91,4.65,ZA,2022-06-13 18:54:39
530,Hobyo,5.3505,48.5268,79.43,78,12,27.25,SO,2022-06-13 18:54:39
531,Werneck,49.9833,10.1,58.89,66,100,3.56,DE,2022-06-13 18:54:40
532,Ribeira Brava,32.65,-17.0667,72.01,73,24,5.48,PT,2022-06-13 18:54:40
533,Fort-Shevchenko,44.5086,50.263,77.14,60,100,20.89,KZ,2022-06-13 18:54:40
534,Acajutla,13.5928,-89.8275,81.95,77,98,6.71,SV,2022-06-13 18:54:41
535,Minervino Murge,41.0843,16.0784,73.24,45,0,5.21,IT,2022-06-13 18:54:41
536,Salta,-24.7859,-65.4117,65.57,54,0,4.61,AR,2022-06-13 18:54:41
537,Anamur,36.0751,32.8369,74.14,82,12,10.71,TR,2022-06-13 18:54:42
538,Balkhash,46.844,74.9804,69.13,60,49,9.66,KZ,2022-06-13 18:54:42
539,Tucuman,-26.8241,-65.2226,71.6,40,0,3.44,AR,2022-06-13 18:54:42
540,Governador Valadares,-18.8511,-41.9494,81.68,44,98,2.01,BR,2022-06-13 18:54:42
541,Muisne,0.6,-80.0333,78.1,78,83,9.78,EC,2022-06-13 18:54:43
542,Wukari,7.85,9.7833,81.82,68,76,7.25,NG,2022-06-13 18:54:43
543,Isla Mujeres,21.2311,-86.731,87.17,79,85,14.99,MX,2022-06-13 18:54:43
544,Kuching,1.55,110.3333,77.22,100,20,1.14,MY,2022-06-13 18:50:00
545,Lasa,46.6166,10.7002,70.68,76,15,6.08,IT,2022-06-13 18:54:44
546,Luanda,-8.8368,13.2343,73.4,88,40,5.75,AO,2022-06-13 18:51:30
547,Tari,12.4086,4.4914,98.35,28,80,1.28,NG,2022-06-13 18:54:44
548,Preeceville,51.95,-102.6677,68.86,69,100,14.54,CA,2022-06-13 18:54:44
549,Quatre Cocos,-20.2078,57.7625,73.51,66,45,18.23,MU,2022-06-13 18:54:45
550,Wanning,18.8003,110.3967,80.98,93,100,10.54,CN,2022-06-13 18:54:45
551,Avera,33.194,-82.5271,97.56,31,0,6.02,US,2022-06-13 18:53:56
552,Kosh-Agach,50.0,88.6667,52.93,86,67,1.43,RU,2022-06-13 18:54:45
553,Kamenka,51.3223,42.7678,63.97,51,100,7.92,RU,2022-06-13 18:54:45
554,Santiago Del Estero,-27.7951,-64.2615,74.66,12,0,19.95,AR,2022-06-13 18:54:46
555,La Ronge,55.1001,-105.2842,64.62,77,75,14.97,CA,2022-06-13 18:54:46
556,Paris,48.8534,2.3488,72.09,47,0,12.66,FR,2022-06-13 18:51:53
557,Kuryk,43.2,51.65,76.86,40,100,7.11,KZ,2022-06-13 18:54:46
558,Do Gonbadan,30.3586,50.7981,87.89,22,0,6.91,IR,2022-06-13 18:54:47
559,Truth Or Consequences,33.1284,-107.2528,99.91,11,0,13.8,US,2022-06-13 18:50:00
560,Talnakh,69.4865,88.3972,59.09,65,90,2.26,RU,2022-06-13 18:54:47
561,Visby,57.6409,18.296,60.06,67,0,13.8,SE,2022-06-13 18:54:47
562,Sayyan,15.1718,44.3244,68.07,30,7,0.13,YE,2022-06-13 18:54:48
563,Takhtamygda,54.1,123.5667,51.93,97,14,2.98,RU,2022-06-13 18:54:48
564,Atambua,-9.1061,124.8925,70.59,86,49,5.59,ID,2022-06-13 18:54:48
565,Skeldon,5.8833,-57.1333,81.03,78,100,7.27,GY,2022-06-13 18:54:48
566,Guantanamo,20.1444,-75.2092,86.47,50,100,10.47,CU,2022-06-13 18:54:49
567,Luebo,-5.35,21.4167,76.05,50,71,1.63,CD,2022-06-13 18:54:49
568,Progreso,21.2833,-89.6667,97.11,67,100,20.24,MX,2022-06-13 18:54:49
569,Castle Rock,39.3722,-104.8561,94.28,11,0,15.99,US,2022-06-13 18:54:50
570,Shonguy,68.7526,33.146,53.67,62,0,8.95,RU,2022-06-13 18:54:50
571,Bathsheba,13.2167,-59.5167,86.61,70,75,17.27,BB,2022-06-13 18:54:50
572,Hovd,48.0056,91.6419,69.12,48,2,3.49,MN,2022-06-13 18:54:51
573,Morondava,-20.2833,44.2833,72.45,64,3,9.13,MG,2022-06-13 18:54:51
574,Nishihara,26.1842,127.7558,80.65,97,75,19.57,JP,2022-06-13 18:54:51
575,Baykit,61.67,96.37,55.35,94,90,2.71,RU,2022-06-13 18:54:51
576,Wattegama,6.7989,81.4808,74.44,89,90,3.13,LK,2022-06-13 18:54:52
577,Bondoukou,8.0333,-2.8,74.95,87,28,5.41,CI,2022-06-13 18:54:52
578,Cockburn Town,21.4612,-71.1419,87.76,62,20,17.27,TC,2022-06-13 18:50:52
579,Namie,37.4833,141.0,58.71,93,100,5.44,JP,2022-06-13 18:54:52
580,Aripuana,-9.1667,-60.6333,88.18,41,28,3.8,BR,2022-06-13 18:54:54
581,Queanbeyan,-35.35,149.2333,35.51,100,100,0.0,AU,2022-06-13 18:54:54
582,Cooma,-36.2333,149.1333,26.37,100,100,4.61,AU,2022-06-13 18:54:54
583,Coari,-4.085,-63.1414,77.0,87,90,3.31,BR,2022-06-13 18:52:20
584,Panguna,-6.3164,155.4848,66.83,95,25,2.57,PG,2022-06-13 18:54:55
585,Impfondo,1.6381,18.0667,70.93,93,100,1.1,CG,2022-06-13 18:54:55
586,Evanston,42.0411,-87.6901,90.27,69,100,3.0,US,2022-06-13 18:53:39
587,Healdsburg,38.6105,-122.8692,78.98,35,0,11.99,US,2022-06-13 18:54:55
588,Merritt,50.1123,-120.7942,50.77,85,100,5.95,CA,2022-06-13 18:54:55
589,Kismayo,-0.3582,42.5454,78.13,81,52,13.35,SO,2022-06-13 18:54:56
590,Athenree,-37.4667,175.9167,53.37,79,4,11.99,NZ,2022-06-13 18:54:56
591,Wajima,37.4,136.9,61.32,83,100,8.34,JP,2022-06-13 18:54:56
592,Aleysk,52.4926,82.7822,68.52,69,98,8.01,RU,2022-06-13 18:54:57
